MFR URL,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,With,Standard/Approvals,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,UNSPSC,Warranty,Selling Qty,Selling UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,Specification Sheet,Discontinued,Actual Image (Yes/No)
,9A-570-320,Tools & Abrasives,Abrasives,Sanding Belts & Sheets,9A-570-320,9A-570-320,9A-570-320 Abranet 2.75x30,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,MIRKA®,Abranet®,9A-570-320,Tools & Abrasives > Abrasives > Sanding Belts & Sheets > Sanding Belts,"Mirka Abrasives Inc Mirka, Abranet 2.75X30, 9A-570-320 - Part Number: 9A-570-3",ABRANET 2.75X30,Mirka® 9A-570-320 Abranet 2.75X30,"MIRKA®, 9A-570-320 Abranet 2.75x30, Amperage: 9 A, Dimensions: 2.75 in x 30 in",Mirka® 9A-570-320 Abranet 2.75X30,"MIRKA®, 9A-570-320 Abranet 2.75x30, Amperage: 9 A, Dimensions: 2.75 in x 30 in",Amperage: 9 A,Dimensions: 2.75 in x 30 in,,,,,Sanding Belts,Amperage,9,A,Dimensions,2.75 in x 30 in,,,,,,,31191501,,1,EA,MIRKA_9A-570-320.jpg,MIRKA_9A-570-320_1.jpg,MIRKA_9A-570-320_2.jpg,MIRKA_9A-570-320_3.jpg,MIRKA_9A-570-320_4.jpg,MIRKA_9A-570-320_Specification_Sheet.pdf,No,Yes
,DBD090094101F,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,DBD090094101F,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DBD090094101F,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Freud Inc Diablo, Diablo 9"", Metal Cut, Off Disc, Dbd090094101F","DIABLO 9"" - METAL CUT-OFF DISC","Diablo® Dbd090094101F Diablo 9"" - Metal Cut-Off Disc","DIABLO®, DBD090094101F Diablo 9"" - Metal Cut-Off Disc, Primary Application: Metal Cutting & Grinding","Diablo® Dbd090094101F Diablo 9"" - Metal Cut-Off Disc","DIABLO®, DBD090094101F Diablo 9"" - Metal Cut-Off Disc, Primary Application: Metal Cutting & Grinding",Primary Application: Metal Cutting & Grinding,,,,,,Cut-Off Wheels & Blades,Primary Application,Metal Cutting & Grinding,,,,,,,,,,31191600,,1,EA,DIABLO_DBD090094101F.jpg,DIABLO_DBD090094101F_1.jpg,DIABLO_DBD090094101F_2.jpg,DIABLO_DBD090094101F_3.jpg,DIABLO_DBD090094101F_4.jpg,DIABLO_DBD090094101F_Specification_Sheet.pdf,No,Yes
,DBDS12125A01F,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,DBDS12125A01F,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DBDS12125A01F,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Freud Inc Diablo, Diablo 12"", Steel Demon Metal Cut, Off Disc, Dbds12125A01F","DIABLO 12"" - STEEL DEMON METAL CUT-OFF","Diablo® Dbds12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon","Diablo® Dbds12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon",Material: Steel,Primary Application: Metal Cutting & Grinding,Product Line / Series: Steel Demon,,,,Cut-Off Wheels & Blades,Material,Steel,,Primary Application,Metal Cutting & Grinding,,Product Line / Series,Steel Demon,,,,31191600,,1,EA,DIABLO_DBDS12125A01F.jpg,DIABLO_DBDS12125A01F_1.jpg,DIABLO_DBDS12125A01F_2.jpg,DIABLO_DBDS12125A01F_3.jpg,DIABLO_DBDS12125A01F_4.jpg,DIABLO_DBDS12125A01F_Specification_Sheet.pdf,No,Yes
,DBDS12125G01F,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,DBDS12125G01F,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DBDS12125G01F,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Freud Inc Diablo, Diablo 12""X20Mm, Speed Demon Metal Cut, Off Disc,","DIABLO 12""X20MM - SPEED DEMON METAL","Diablo® Dbds12125G01F Diablo 12""X20Mm - Speed Demon Metal Cut-Off Disc","DIABLO®, DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc, Dimensions: 12 in x 20 in, Primary Application: Metal Cutting & Grinding, Product Line / Series: Speed Demon","Diablo® Dbds12125G01F Diablo 12""X20Mm - Speed Demon Metal Cut-Off Disc","DIABLO®, DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc, Dimensions: 12 in x 20 in, Primary Application: Metal Cutting & Grinding, Product Line / Series: Speed Demon",Dimensions: 12 in x 20 in,Primary Application: Metal Cutting & Grinding,Product Line / Series: Speed Demon,,,,Cut-Off Wheels & Blades,Dimensions,12 in x 20 in,,Primary Application,Metal Cutting & Grinding,,Product Line / Series,Speed Demon,,,,31191600,,1,EA,DIABLO_DBDS12125G01F.jpg,DIABLO_DBDS12125G01F_1.jpg,DIABLO_DBDS12125G01F_2.jpg,DIABLO_DBDS12125G01F_3.jpg,DIABLO_DBDS12125G01F_4.jpg,DIABLO_DBDS12125G01F_Specification_Sheet.pdf,No,Yes
,DBDS14125A01F,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,DBDS14125A01F,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DBDS14125A01F,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Freud Inc Diablo, Diablo 14""X1"", Steel Demon Metal Cut, Off Disc, Dbds14125A01F","DIABLO 14""X1"" - STEEL DEMON METAL","Diablo® Dbds14125A01F Diablo 14""X1"" - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc, Dimensions: 14 in x 1 in, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon","Diablo® Dbds14125A01F Diablo 14""X1"" - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc, Dimensions: 14 in x 1 in, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon",Dimensions: 14 in x 1 in,Material: Steel,Primary Application: Metal Cutting & Grinding,Product Line / Series: Steel Demon,,,Cut-Off Wheels & Blades,Dimensions,14 in x 1 in,,Material,Steel,,Primary Application,Metal Cutting & Grinding,,Product Line / Series,Steel Demon,31191600,,1,EA,DIABLO_DBDS14125A01F.jpg,DIABLO_DBDS14125A01F_1.jpg,DIABLO_DBDS14125A01F_2.jpg,DIABLO_DBDS14125A01F_3.jpg,DIABLO_DBDS14125A01F_4.jpg,DIABLO_DBDS14125A01F_Specification_Sheet.pdf,No,Yes
,DBDS14125G01F,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,DBDS14125G01F,DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",,,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DBDS14125G01F,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Freud Inc Diablo, Diablo 14""X20Mm, Steel Demon Metal Cut, Off Disc,","DIABLO 14""X20MM - STEEL DEMON METAL","Diablo® Dbds14125G01F Diablo 14""X20Mm - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc, Dimensions: 14 in x 20 in, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon","Diablo® Dbds14125G01F Diablo 14""X20Mm - Steel Demon Metal Cut-Off Disc","DIABLO®, DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc, Dimensions: 14 in x 20 in, Material: Steel, Primary Application: Metal Cutting & Grinding, Product Line / Series: Steel Demon",Dimensions: 14 in x 20 in,Material: Steel,Primary Application: Metal Cutting & Grinding,Product Line / Series: Steel Demon,,,Cut-Off Wheels & Blades,Dimensions,14 in x 20 in,,Material,Steel,,Primary Application,Metal Cutting & Grinding,,Product Line / Series,Steel Demon,31191600,,1,EA,DIABLO_DBDS14125G01F.jpg,DIABLO_DBDS14125G01F_1.jpg,DIABLO_DBDS14125G01F_2.jpg,DIABLO_DBDS14125G01F_3.jpg,DIABLO_DBDS14125G01F_4.jpg,DIABLO_DBDS14125G01F_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0013,49-94-0013,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0013,49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0013,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 5""X.045""X7/8"" Metal Cut Off Disc,","MILW 5""X.045""X7/8"" METAL CUT OFF DISC","Milwaukee® 49-94-0013 Milw 5""X.045""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc, Dimensions: 5 in x .045 in x 7/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0013 Milw 5""X.045""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc, Dimensions: 5 in x .045 in x 7/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 5 in x .045 in x 7/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,5 in x .045 in x 7/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0013.jpg,MILWAUKEE_49-94-0013_1.jpg,MILWAUKEE_49-94-0013_2.jpg,MILWAUKEE_49-94-0013_3.jpg,MILWAUKEE_49-94-0013_4.jpg,MILWAUKEE_49-94-0013_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0029,49-94-0029,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0029,49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0029,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 6, 1/2""X1/8""X5/8"" Dko Metal Cut","MILW 6-1/2""X1/8""X5/8"" DKO METAL CUT OFF","Milwaukee® 49-94-0029 Milw 6-1/2""X1/8""X5/8"" Dko Metal Cut Off Disc","MILWAUKEE®, 49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc, Dimensions: 1/2 in x 1/8 in x 5/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0029 Milw 6-1/2""X1/8""X5/8"" Dko Metal Cut Off Disc","MILWAUKEE®, 49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc, Dimensions: 1/2 in x 1/8 in x 5/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 1/2 in x 1/8 in x 5/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,1/2 in x 1/8 in x 5/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0029.jpg,MILWAUKEE_49-94-0029_1.jpg,MILWAUKEE_49-94-0029_2.jpg,MILWAUKEE_49-94-0029_3.jpg,MILWAUKEE_49-94-0029_4.jpg,MILWAUKEE_49-94-0029_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0033,49-94-0033,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0033,49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0033,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 7""X1/16""X7/8"" Metal Cut Off Disc,","MILW 7""X1/16""X7/8"" METAL CUT OFF DISC","Milwaukee® 49-94-0033 Milw 7""X1/16""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc, Dimensions: 7 in x 1/16 in x 7/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0033 Milw 7""X1/16""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc, Dimensions: 7 in x 1/16 in x 7/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 7 in x 1/16 in x 7/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,7 in x 1/16 in x 7/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0033.jpg,MILWAUKEE_49-94-0033_1.jpg,MILWAUKEE_49-94-0033_2.jpg,MILWAUKEE_49-94-0033_3.jpg,MILWAUKEE_49-94-0033_4.jpg,MILWAUKEE_49-94-0033_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0001,49-94-0001,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0001,49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0001,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 4""X.040""X5/8"" Metal Cut Off Disc,","MILW 4""X.040""X5/8"" METAL CUT OFF DISC","Milwaukee® 49-94-0001 Milw 4""X.040""X5/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc, Dimensions: 4 in x .040 in x 5/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0001 Milw 4""X.040""X5/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc, Dimensions: 4 in x .040 in x 5/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 4 in x .040 in x 5/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,4 in x .040 in x 5/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0001.jpg,MILWAUKEE_49-94-0001_1.jpg,MILWAUKEE_49-94-0001_2.jpg,MILWAUKEE_49-94-0001_3.jpg,MILWAUKEE_49-94-0001_4.jpg,MILWAUKEE_49-94-0001_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0039,49-94-0039,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0039,49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0039,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 7""X1/8""X5/8"" Dko Metal Cut Off","MILW 7""X1/8""X5/8"" DKO METAL CUT OFF DISC","Milwaukee® 49-94-0039 Milw 7""X1/8""X5/8"" Dko Metal Cut Off Disc","MILWAUKEE®, 49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc, Dimensions: 7 in x 1/8 in x 5/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0039 Milw 7""X1/8""X5/8"" Dko Metal Cut Off Disc","MILWAUKEE®, 49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc, Dimensions: 7 in x 1/8 in x 5/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 7 in x 1/8 in x 5/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,7 in x 1/8 in x 5/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0039.jpg,MILWAUKEE_49-94-0039_1.jpg,MILWAUKEE_49-94-0039_2.jpg,MILWAUKEE_49-94-0039_3.jpg,MILWAUKEE_49-94-0039_4.jpg,MILWAUKEE_49-94-0039_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0043,49-94-0043,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0043,49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0043,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 9""X3/32""X7/8"" Metal Cut Off Disc,","MILW 9""X3/32""X7/8"" METAL CUT OFF DISC","Milwaukee® 49-94-0043 Milw 9""X3/32""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc, Dimensions: 9 in x 3/32 in x 7/8 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0043 Milw 9""X3/32""X7/8"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc, Dimensions: 9 in x 3/32 in x 7/8 in, Primary Application: Metal Cutting & Grinding",Dimensions: 9 in x 3/32 in x 7/8 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,9 in x 3/32 in x 7/8 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0043.jpg,MILWAUKEE_49-94-0043_1.jpg,MILWAUKEE_49-94-0043_2.jpg,MILWAUKEE_49-94-0043_3.jpg,MILWAUKEE_49-94-0043_4.jpg,MILWAUKEE_49-94-0043_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0048,49-94-0048,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0048,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0048,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 12""X7/64""X1"" Metal Cut Off Disc","MILW 12""X7/64""X1"" METAL CUT OFF DISC","Milwaukee® 49-94-0048 Milw 12""X7/64""X1"" Metal Cut Off Disc General Purpose","MILWAUKEE®, 49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose, Dimensions: 12 in x 7/64 in x 1 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0048 Milw 12""X7/64""X1"" Metal Cut Off Disc General Purpose","MILWAUKEE®, 49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose, Dimensions: 12 in x 7/64 in x 1 in, Primary Application: Metal Cutting & Grinding",Dimensions: 12 in x 7/64 in x 1 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,12 in x 7/64 in x 1 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0048.jpg,MILWAUKEE_49-94-0048_1.jpg,MILWAUKEE_49-94-0048_2.jpg,MILWAUKEE_49-94-0048_3.jpg,MILWAUKEE_49-94-0048_4.jpg,MILWAUKEE_49-94-0048_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0053,49-94-0053,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0053,49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0053,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 12""X1/8""X1"" Metal Cut Off Disc,","MILW 12""X1/8""X1"" METAL CUT OFF DISC","Milwaukee® 49-94-0053 Milw 12""X1/8""X1"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc, Dimensions: 12 in x 1/8 in x 1 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0053 Milw 12""X1/8""X1"" Metal Cut Off Disc","MILWAUKEE®, 49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc, Dimensions: 12 in x 1/8 in x 1 in, Primary Application: Metal Cutting & Grinding",Dimensions: 12 in x 1/8 in x 1 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,12 in x 1/8 in x 1 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0053.jpg,MILWAUKEE_49-94-0053_1.jpg,MILWAUKEE_49-94-0053_2.jpg,MILWAUKEE_49-94-0053_3.jpg,MILWAUKEE_49-94-0053_4.jpg,MILWAUKEE_49-94-0053_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0058,49-94-0058,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0058,49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0058,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 12""X1/8""X20Mm Metal Cut Off Disc,","MILW 12""X1/8""X20MM METAL CUT OFF DISC","Milwaukee® 49-94-0058 Milw 12""X1/8""X20Mm Metal Cut Off Disc","MILWAUKEE®, 49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc, Dimensions: 12 in x 1/8 in x 20 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0058 Milw 12""X1/8""X20Mm Metal Cut Off Disc","MILWAUKEE®, 49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc, Dimensions: 12 in x 1/8 in x 20 in, Primary Application: Metal Cutting & Grinding",Dimensions: 12 in x 1/8 in x 20 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,12 in x 1/8 in x 20 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0058.jpg,MILWAUKEE_49-94-0058_1.jpg,MILWAUKEE_49-94-0058_2.jpg,MILWAUKEE_49-94-0058_3.jpg,MILWAUKEE_49-94-0058_4.jpg,MILWAUKEE_49-94-0058_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/49-94-0063,49-94-0063,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,49-94-0063,49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,49-94-0063,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Milwaukee Electric Tool Corp Milwaukee, Milw 14""X7/64""X1"" Metal Cut Off Disc","MILW 14""X7/64""X1"" METAL CUT OFF DISC","Milwaukee® 49-94-0063 Milw 14""X7/64""X1"" Metal Cut Off Disc General Purpose","MILWAUKEE®, 49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose, Dimensions: 14 in x 7/64 in x 1 in, Primary Application: Metal Cutting & Grinding","Milwaukee® 49-94-0063 Milw 14""X7/64""X1"" Metal Cut Off Disc General Purpose","MILWAUKEE®, 49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose, Dimensions: 14 in x 7/64 in x 1 in, Primary Application: Metal Cutting & Grinding",Dimensions: 14 in x 7/64 in x 1 in,Primary Application: Metal Cutting & Grinding,,,,,Cut-Off Wheels & Blades,Dimensions,14 in x 7/64 in x 1 in,,Primary Application,Metal Cutting & Grinding,,,,,,,31191600,,1,EA,MILWAUKEE_49-94-0063.jpg,MILWAUKEE_49-94-0063_1.jpg,MILWAUKEE_49-94-0063_2.jpg,MILWAUKEE_49-94-0063_3.jpg,MILWAUKEE_49-94-0063_4.jpg,MILWAUKEE_49-94-0063_Specification_Sheet.pdf,No,Yes
